"list_og","list_sort","N","cor_pos","target_letter","rewMag","Ndist","editDistance","N_filler","effort_q"
"H J F","FHJ",3,2,"H","27 pts",1,2,0,0
"I M O K Q","IKMOQ",5,2,"K","48 pts",1,2,0,0
"L J H N P R","HJLNPR",6,3,"L","90 pts",1,2,0,1
"O Q M","MOQ",3,1,"M","78 pts",1,2,0,0
"G E I K O M Q S","EGIKMOQS",8,2,"G","83 pts",1,2,0,1
"D H J L F","DFHJL",5,5,"L","70 pts",1,2,0,0
"H F L J N P R","FHJLNPR",7,1,"F","73 pts",1,2,0,0
"J L R N P T V","JLNPRTV",7,7,"V","67 pts",1,2,0,0
"E K I G M O Q S","EGIKMOQS",8,5,"M","35 pts",1,2,0,1
"D H J F L","DFHJL",5,3,"H","69 pts",1,2,0,1
"H N J L P R","HJLNPR",6,2,"J","15 pts",1,2,0,1
"F P J L N H R","FHJLNPR",7,1,"F","20 pts",1,2,0,1
"M K O S Q U","KMOQSU",6,5,"S","76 pts",1,2,0,1
"H J L N P R F","FHJLNPR",7,7,"R","45 pts",1,2,0,1
"E G I K M S O Q U","EGIKMOQSU",9,5,"M","35 pts",1,2,0,0
"O M K","KMO",3,2,"M","84 pts",1,2,0,1
"N P R L","LNPR",4,3,"P","48 pts",1,2,0,0
"M G I K O Q S","GIKMOQS",7,5,"O","61 pts",1,2,0,0
"K M O W S U Q","KMOQSUW",7,4,"Q","25 pts",1,2,0,1
"M I K G","GIKM",4,1,"G","14 pts",1,2,0,0
"K G I","GIK",3,3,"K","69 pts",1,2,0,1
"W K M O Q S U I","IKMOQSUW",8,2,"K","53 pts",1,2,0,0
"D F J L N P H R","DFHJLNPR",8,7,"P","31 pts",1,2,0,1
"J N P L","JLNP",4,3,"N","24 pts",1,2,0,1
"T H J L N P R F","FHJLNPRT",8,3,"J","65 pts",1,2,0,0
"F D J H","DFHJ",4,3,"H","23 pts",1,2,0,1
"H J P N L R","HJLNPR",6,2,"J","72 pts",1,2,0,0
"H D F J","DFHJ",4,1,"D","38 pts",1,2,0,0
"M Q O U S","MOQSU",5,4,"S","10 pts",1,2,0,0
"E S G I K M O Q","EGIKMOQS",8,8,"S","42 pts",1,2,0,0
"D F P H J L N R","DFHJLNPR",8,8,"R","54 pts",1,2,0,0
"E I G K M Q O","EGIKMOQ",7,5,"M","69 pts",1,2,0,1
"O G I K M E Q S U","EGIKMOQSU",9,8,"S","10 pts",1,2,0,1
"P F H J L N D","DFHJLNP",7,3,"H","60 pts",1,2,0,0
"D F L H J N P","DFHJLNP",7,5,"L","86 pts",1,2,0,0
"M K I","IKM",3,2,"K","14 pts",1,2,0,1
"M O S U Q","MOQSU",5,3,"Q","37 pts",1,2,0,0
"R P N","NPR",3,3,"R","17 pts",1,2,0,0
"D F J L H N P R T","DFHJLNPRT",9,3,"H","30 pts",1,2,0,0
"E G I K M Q S O U","EGIKMOQSU",9,3,"I","47 pts",1,2,0,1
"K M O I","IKMO",4,1,"I","66 pts",1,2,0,0
"O K M Q","KMOQ",4,2,"M","79 pts",1,2,0,1
"K G I E M O","EGIKMO",6,1,"E","17 pts",1,2,0,1
"G K I M Q O S U","GIKMOQSU",8,6,"Q","39 pts",1,2,0,1
"I Q K M O S U","IKMOQSU",7,5,"Q","46 pts",1,2,0,0
