"list_og","list_sort","N","cor_pos","target_letter","rewMag","Ndist","editDistance","N_filler","effort_q"
"M K I","IKM",3,1,"I","64 pts",1,2,0,0
"K M I","IKM",3,3,"M","89 pts",1,2,0,1
"H J L N T R P V","HJLNPRTV",8,5,"P","72 pts",1,2,0,1
"H F D","DFH",3,1,"D","50 pts",1,2,0,1
"O M S Q","MOQS",4,3,"Q","71 pts",1,2,0,0
"P L N","LNP",3,1,"L","20 pts",1,2,0,0
"D F H P J L N R","DFHJLNPR",8,7,"P","65 pts",1,2,0,1
"G I K Q M O S U W","GIKMOQSUW",9,4,"M","10 pts",1,2,0,1
"H D F","DFH",3,3,"H","54 pts",1,2,0,0
"E G I K M S O Q","EGIKMOQS",8,6,"O","10 pts",1,2,0,0
"U Q S O","OQSU",4,1,"O","21 pts",1,2,0,0
"J F H D","DFHJ",4,3,"H","49 pts",1,2,0,0
"E M G I K O Q","EGIKMOQ",7,5,"M","38 pts",1,2,0,1
"F H N L J","FHJLN",5,5,"N","81 pts",1,2,0,1
"J R L N P T","JLNPRT",6,1,"J","29 pts",1,2,0,0
"J P L N R T V","JLNPRTV",7,6,"T","36 pts",1,2,0,0
"D F H P L N J","DFHJLNP",7,5,"L","87 pts",1,2,0,1
"N J L","JLN",3,2,"L","40 pts",1,2,0,1
"N L J","JLN",3,3,"N","84 pts",1,2,0,0
"E K I G M O Q S U","EGIKMOQSU",9,2,"G","25 pts",1,2,0,1
"K M O I","IKMO",4,3,"M","43 pts",1,2,0,0
"J L R N P","JLNPR",5,3,"N","88 pts",1,2,0,0
"M Q S O U","MOQSU",5,3,"Q","48 pts",1,2,0,0
"S O Q","OQS",3,2,"Q","46 pts",1,2,0,0
"G E K I M O","EGIKMO",6,2,"G","45 pts",1,2,0,1
"I Q M O K S U W","IKMOQSUW",8,2,"K","27 pts",1,2,0,0
"H J L N R T P V","HJLNPRTV",8,3,"L","63 pts",1,2,0,0
"O K M Q","KMOQ",4,1,"K","18 pts",1,2,0,1
"M Q O U S W","MOQSUW",6,2,"O","17 pts",1,2,0,1
"H D F J","DFHJ",4,3,"H","72 pts",1,2,0,0
"D H F L J N","DFHJLN",6,2,"F","60 pts",1,2,0,1
"R L N P T V","LNPRTV",6,4,"R","80 pts",1,2,0,1
"D F R H J L N P T","DFHJLNPRT",9,1,"D","19 pts",1,2,0,0
"M I K G O Q","GIKMOQ",6,3,"K","57 pts",1,2,0,1
"K G I","GIK",3,2,"I","26 pts",1,2,0,1
"G M I K O","GIKMO",5,1,"G","65 pts",1,2,0,0
"J N P R L","JLNPR",5,3,"N","30 pts",1,2,0,0
"K M S Q O","KMOQS",5,1,"K","29 pts",1,2,0,1
"L V P R T N","LNPRTV",6,3,"P","23 pts",1,2,0,0
"M O Q U W S","MOQSUW",6,5,"U","50 pts",1,2,0,0
"G K M O Q I S U","GIKMOQSU",8,7,"S","23 pts",1,2,0,1
"J L P R N T V","JLNPRTV",7,3,"N","11 pts",1,2,0,1
"F N J L H P R T","FHJLNPRT",8,1,"F","80 pts",1,2,0,0
"G I K Q O M S","GIKMOQS",7,4,"M","61 pts",1,2,0,0
"P R N","NPR",3,3,"R","72 pts",1,2,0,1
"F J H N L P R T","FHJLNPRT",8,8,"T","16 pts",1,2,0,1
"I E G K M O Q","EGIKMOQ",7,2,"G","54 pts",1,2,0,0
"E M I K G O Q S U","EGIKMOQSU",9,8,"S","85 pts",1,2,0,1
"M K O S Q","KMOQS",5,5,"S","50 pts",1,2,0,1
"G I K O Q M","GIKMOQ",6,2,"I","55 pts",1,2,0,0
"H P J L N R T","HJLNPRT",7,5,"P","80 pts",1,2,0,1
"E G U K M O Q S I","EGIKMOQSU",9,4,"K","69 pts",1,2,0,0
"K M I O","IKMO",4,1,"I","46 pts",1,2,0,1
"N F H J L D P","DFHJLNP",7,3,"H","21 pts",1,2,0,0
"M O Q S U K W","KMOQSUW",7,6,"U","14 pts",1,2,0,0
"E G I O K M Q S U","EGIKMOQSU",9,5,"M","21 pts",1,2,0,0
"J F H L N","FHJLN",5,1,"F","89 pts",1,2,0,0
"D F H R L N P J T","DFHJLNPRT",9,9,"T","77 pts",1,2,0,0
"L N J","JLN",3,1,"J","63 pts",1,2,0,0
"M E G I K","EGIKM",5,2,"G","87 pts",1,2,0,1
"F J L N H P R","FHJLNPR",7,4,"L","12 pts",1,2,0,1
"L H J N","HJLN",4,2,"J","74 pts",1,2,0,1
"S U Q","QSU",3,2,"S","39 pts",1,2,0,0
"H J N P R L","HJLNPR",6,2,"J","85 pts",1,2,0,0
"M O Q K S","KMOQS",5,4,"Q","67 pts",1,2,0,1
"I G E K M","EGIKM",5,2,"G","77 pts",1,2,0,1
"J F H","FHJ",3,1,"F","33 pts",1,2,0,1
"F R J L N P H","FHJLNPR",7,1,"F","60 pts",1,2,0,1
"E G K I M O S Q","EGIKMOQS",8,2,"G","33 pts",1,2,0,1
"D F J L N H","DFHJLN",6,3,"H","13 pts",1,2,0,0
"L N T P R","LNPRT",5,1,"L","26 pts",1,2,0,1
"L N P R T J","JLNPRT",6,4,"P","19 pts",1,2,0,0
"F H D","DFH",3,3,"H","45 pts",1,2,0,1
"M K I O Q S","IKMOQS",6,4,"O","65 pts",1,2,0,1
"H J F L","FHJL",4,1,"F","61 pts",1,2,0,1
"H J N P L R T","HJLNPRT",7,3,"L","55 pts",1,2,0,1
"G I K M Q S U O W","GIKMOQSUW",9,5,"O","81 pts",1,2,0,1
"G I S M O Q K","GIKMOQS",7,1,"G","78 pts",1,2,0,0
"J H N L P R T","HJLNPRT",7,1,"H","22 pts",1,2,0,1
"L J H","HJL",3,1,"H","10 pts",1,2,0,1
"F P H J L N R T","FHJLNPRT",8,2,"H","45 pts",1,2,0,0
"F H J L N D P R T","DFHJLNPRT",9,8,"R","78 pts",1,2,0,0
"J L N P H","HJLNP",5,1,"H","19 pts",1,2,0,0
"J H N L","HJLN",4,1,"H","34 pts",1,2,0,1
"H J L P N T R","HJLNPRT",7,5,"P","10 pts",1,2,0,0
"G I K M Q S O","GIKMOQS",7,3,"K","65 pts",1,2,0,0
"N P L","LNP",3,2,"N","44 pts",1,2,0,0
"H J F L N P R T V","FHJLNPRTV",9,6,"P","28 pts",1,2,0,1
"O M Q S W U","MOQSUW",6,2,"O","14 pts",1,2,0,1
"R T P","PRT",3,3,"T","59 pts",1,2,0,0
"L H J F","FHJL",4,2,"H","59 pts",1,2,0,1
"D H J L F","DFHJL",5,4,"J","72 pts",1,2,0,1
"E G I K M S O Q U","EGIKMOQSU",9,7,"Q","74 pts",1,2,0,0
"H J N P L R T V","HJLNPRTV",8,6,"R","13 pts",1,2,0,0
"H J N P L R","HJLNPR",6,4,"N","78 pts",1,2,0,1
"I G K M O S Q U","GIKMOQSU",8,1,"G","42 pts",1,2,0,1
"E M G I K","EGIKM",5,3,"I","82 pts",1,2,0,0
"I O M K","IKMO",4,3,"M","25 pts",1,2,0,1
"G I K E M","EGIKM",5,2,"G","16 pts",1,2,0,1
"H F J L N R P T V","FHJLNPRTV",9,5,"N","22 pts",1,2,0,0
"O K M Q S U W","KMOQSUW",7,1,"K","19 pts",1,2,0,1
"J P N L R","JLNPR",5,5,"R","73 pts",1,2,0,0
"G I O M K Q S","GIKMOQS",7,1,"G","50 pts",1,2,0,0
"K E G I M","EGIKM",5,3,"I","20 pts",1,2,0,1
"F J L H N P","FHJLNP",6,4,"L","73 pts",1,2,0,1
"J D F H L","DFHJL",5,1,"D","76 pts",1,2,0,0
"I E G K M O Q S U","EGIKMOQSU",9,1,"E","17 pts",1,2,0,1
"J D F H","DFHJ",4,2,"F","62 pts",1,2,0,0
"I G E","EGI",3,1,"E","80 pts",1,2,0,1
"M I K G","GIKM",4,4,"M","73 pts",1,2,0,0
"M O S U Q","MOQSU",5,5,"U","71 pts",1,2,0,1
"H L N J P","HJLNP",5,2,"J","17 pts",1,2,0,0
"D F N H J L P R","DFHJLNPR",8,2,"F","25 pts",1,2,0,1
"E G K I M Q O S","EGIKMOQS",8,3,"I","18 pts",1,2,0,1
"G K M I","GIKM",4,4,"M","85 pts",1,2,0,0
"F H J L R N P T","FHJLNPRT",8,8,"T","57 pts",1,2,0,1
"S G I K M O Q E","EGIKMOQS",8,7,"Q","62 pts",1,2,0,0
"L N P J","JLNP",4,1,"J","81 pts",1,2,0,0
"Q M O S U W","MOQSUW",6,5,"U","52 pts",1,2,0,0
"G I E K M","EGIKM",5,1,"E","32 pts",1,2,0,0
"G I M O K","GIKMO",5,2,"I","45 pts",1,2,0,0
"J H F","FHJ",3,3,"J","21 pts",1,2,0,1
"M I K","IKM",3,2,"K","24 pts",1,2,0,1
"J L T P R N V","JLNPRTV",7,6,"T","26 pts",1,2,0,1
"D F H J L P R N","DFHJLNPR",8,3,"H","40 pts",1,2,0,0
"F H N J L P R T V","FHJLNPRTV",9,9,"V","44 pts",1,2,0,0
"I O K M Q S U W","IKMOQSUW",8,6,"S","19 pts",1,2,0,1
"S G I K M O Q","GIKMOQS",7,1,"G","40 pts",1,2,0,1
"U Q S","QSU",3,3,"U","15 pts",1,2,0,0
"S Q O U","OQSU",4,2,"Q","35 pts",1,2,0,1
"F H J L N P D R T","DFHJLNPRT",9,8,"R","67 pts",1,2,0,0
"D F H L J N P T R","DFHJLNPRT",9,3,"H","83 pts",1,2,0,1
"D F H T J L N P R","DFHJLNPRT",9,3,"H","73 pts",1,2,0,1
"H F J L P N R T","FHJLNPRT",8,2,"H","61 pts",1,2,0,0
"Q M O K","KMOQ",4,1,"K","63 pts",1,2,0,0
