"list_og","list_sort","N","cor_pos","target_letter","rewMag","Ndist","editDistance","N_filler","effort_q"
"P R N","NPR",3,3,"R","10 pts",1,2,0,0
"R L N P","LNPR",4,1,"L","73 pts",1,2,0,1
"D F P H J L N R T","DFHJLNPRT",9,5,"L","73 pts",1,2,0,0
"D F H J L R N P","DFHJLNPR",8,3,"H","30 pts",1,2,0,0
"R J L N P H","HJLNPR",6,3,"L","50 pts",1,2,0,0
"J H L P N R T","HJLNPRT",7,7,"T","68 pts",1,2,0,0
"D F R J L N P H T","DFHJLNPRT",9,3,"H","40 pts",1,2,0,0
"F H L J P N R","FHJLNPR",7,4,"L","65 pts",1,2,0,0
"J H F","FHJ",3,3,"J","90 pts",1,2,0,1
"S U Q","QSU",3,1,"Q","82 pts",1,2,0,0
"G I E","EGI",3,1,"E","34 pts",1,2,0,0
"R N P","NPR",3,2,"P","42 pts",1,2,0,0
"F H L J N R P T V","FHJLNPRTV",9,2,"H","42 pts",1,2,0,0
"L R N P","LNPR",4,4,"R","89 pts",1,2,0,0
"J L H","HJL",3,2,"J","51 pts",1,2,0,0
"P N L","LNP",3,1,"L","11 pts",1,2,0,1
"P J L N H","HJLNP",5,5,"P","82 pts",1,2,0,0
"F H J V L N P R T","FHJLNPRTV",9,2,"H","90 pts",1,2,0,0
"D F N J L H","DFHJLN",6,6,"N","70 pts",1,2,0,1
"M Q S O U","MOQSU",5,1,"M","76 pts",1,2,0,1
"M I K O","IKMO",4,1,"I","20 pts",1,2,0,0
"E U I K M O Q S G","EGIKMOQSU",9,5,"M","21 pts",1,2,0,0
"E G I Q K M O S","EGIKMOQS",8,1,"E","31 pts",1,2,0,0
"D N H J L F P","DFHJLNP",7,1,"D","57 pts",1,2,0,0
"M S O Q U","MOQSU",5,5,"U","41 pts",1,2,0,0
"G M K I O","GIKMO",5,1,"G","18 pts",1,2,0,1
"M O K Q S","KMOQS",5,5,"S","38 pts",1,2,0,1
"G E I M K O","EGIKMO",6,5,"M","90 pts",1,2,0,0
"K M O S U Q W","KMOQSUW",7,6,"U","37 pts",1,2,0,0
"I K M O Q S G U W","GIKMOQSUW",9,6,"Q","63 pts",1,2,0,1
"L N J","JLN",3,3,"N","25 pts",1,2,0,1
"L J H N P","HJLNP",5,3,"L","27 pts",1,2,0,0
"H J L R N P","HJLNPR",6,6,"R","89 pts",1,2,0,1
"G I M O K Q S","GIKMOQS",7,6,"Q","63 pts",1,2,0,1
"J L N H P","HJLNP",5,3,"L","53 pts",1,2,0,1
"G I K O M S Q U","GIKMOQSU",8,8,"U","74 pts",1,2,0,1
"K M I","IKM",3,2,"K","89 pts",1,2,0,1
"L P R N","LNPR",4,2,"N","18 pts",1,2,0,1
"F L J H","FHJL",4,4,"L","28 pts",1,2,0,0
"M O U Q S","MOQSU",5,1,"M","68 pts",1,2,0,1
"L N T R P","LNPRT",5,5,"T","23 pts",1,2,0,1
"H F J L N P R V T","FHJLNPRTV",9,3,"J","85 pts",1,2,0,1
"R T P","PRT",3,3,"T","70 pts",1,2,0,1
"K I G","GIK",3,3,"K","28 pts",1,2,0,1
"H L J P N R T V","HJLNPRTV",8,8,"V","33 pts",1,2,0,0
"D F H L J N R P","DFHJLNPR",8,1,"D","11 pts",1,2,0,1
"O K M I","IKMO",4,2,"K","21 pts",1,2,0,0
"O U S Q","OQSU",4,1,"O","74 pts",1,2,0,0
"U O Q S M","MOQSU",5,1,"M","62 pts",1,2,0,0
"G I M K O S Q U","GIKMOQSU",8,2,"I","44 pts",1,2,0,0
"J L P R T N V","JLNPRTV",7,6,"T","14 pts",1,2,0,1
"I G M K","GIKM",4,1,"G","11 pts",1,2,0,1
"D F N H J L P R T","DFHJLNPRT",9,3,"H","25 pts",1,2,0,1
"N L J","JLN",3,2,"L","72 pts",1,2,0,1
"H F D J L N P","DFHJLNP",7,4,"J","32 pts",1,2,0,1
"G K I O M Q S","GIKMOQS",7,5,"O","49 pts",1,2,0,1
"F H J T N P R L","FHJLNPRT",8,2,"H","89 pts",1,2,0,0
"I S K M O Q","IKMOQS",6,2,"K","24 pts",1,2,0,1
"M O Q S K U W","KMOQSUW",7,1,"K","74 pts",1,2,0,0
"D H J F L N P R T","DFHJLNPRT",9,1,"D","74 pts",1,2,0,0
"P J L N","JLNP",4,4,"P","33 pts",1,2,0,0
"Q K M O I S U W","IKMOQSUW",8,6,"S","69 pts",1,2,0,0
"I K Q O M","IKMOQ",5,5,"Q","75 pts",1,2,0,1
"F P J L N H R","FHJLNPR",7,1,"F","16 pts",1,2,0,1
"P L N R","LNPR",4,4,"R","13 pts",1,2,0,1
"O I K M Q S U W","IKMOQSUW",8,1,"I","47 pts",1,2,0,0
"F L H J N P","FHJLNP",6,4,"L","43 pts",1,2,0,0
"F H P L N J R","FHJLNPR",7,3,"J","11 pts",1,2,0,1
"Q O M S U","MOQSU",5,1,"M","54 pts",1,2,0,1
"N D F H J L P","DFHJLNP",7,3,"H","18 pts",1,2,0,0
"M Q S O","MOQS",4,4,"S","64 pts",1,2,0,1
"D J F H L N","DFHJLN",6,5,"L","29 pts",1,2,0,1
"S O Q M U W","MOQSUW",6,6,"W","40 pts",1,2,0,0
"P N L R","LNPR",4,4,"R","56 pts",1,2,0,0
"F R H J L N P","FHJLNPR",7,4,"L","51 pts",1,2,0,1
"H J F","FHJ",3,2,"H","67 pts",1,2,0,0
"G I K M S Q O U","GIKMOQSU",8,1,"G","86 pts",1,2,0,0
"F H N J L P","FHJLNP",6,5,"N","36 pts",1,2,0,0
"G O K M I","GIKMO",5,3,"K","17 pts",1,2,0,0
"E I G K M O S Q","EGIKMOQS",8,3,"I","88 pts",1,2,0,1
"I K O Q S U M","IKMOQSU",7,2,"K","62 pts",1,2,0,0
"D F N J L H P R T","DFHJLNPRT",9,5,"L","51 pts",1,2,0,0
"D F N H J L P","DFHJLNP",7,4,"J","48 pts",1,2,0,0
"L N P R J","JLNPR",5,5,"R","88 pts",1,2,0,1
"D J H F L N P R","DFHJLNPR",8,2,"F","66 pts",1,2,0,1
"D F L J H","DFHJL",5,4,"J","44 pts",1,2,0,1
"O Q S U W M","MOQSUW",6,4,"S","46 pts",1,2,0,0
"N H J L P R","HJLNPR",6,3,"L","30 pts",1,2,0,1
"L H J F N P","FHJLNP",6,3,"J","32 pts",1,2,0,0
"E G I K M U O Q S","EGIKMOQSU",9,7,"Q","10 pts",1,2,0,1
"I K M Q S O","IKMOQS",6,3,"M","85 pts",1,2,0,1
"I O M K Q S U","IKMOQSU",7,6,"S","50 pts",1,2,0,1
"M I K G O Q S U W","GIKMOQSUW",9,8,"U","53 pts",1,2,0,1
"E K G I M O","EGIKMO",6,1,"E","79 pts",1,2,0,0
"J H F L N P R T V","FHJLNPRTV",9,3,"J","62 pts",1,2,0,0
"V L N P R T J","JLNPRTV",7,5,"R","38 pts",1,2,0,1
"D F H J L N T P R","DFHJLNPRT",9,4,"J","12 pts",1,2,0,0
