"list_og","list_sort","N","cor_pos","target_letter","rewMag","Ndist","editDistance","N_filler","effort_q"
"K G I M O Q S","GIKMOQS",7,2,"I","45 pts",1,2,0,0
"J N L P T R V","JLNPRTV",7,3,"N","72 pts",1,2,0,1
"G I U K M O Q S","GIKMOQSU",8,1,"G","83 pts",1,2,0,0
"L J N R P T","JLNPRT",6,1,"J","13 pts",1,2,0,0
"D H J L N F P R T","DFHJLNPRT",9,3,"H","74 pts",1,2,0,1
"H R L N P J T V","HJLNPRTV",8,4,"N","43 pts",1,2,0,0
"O E G I K M","EGIKMO",6,2,"G","73 pts",1,2,0,0
"N L J P","JLNP",4,3,"N","74 pts",1,2,0,0
"K M O U Q S","KMOQSU",6,5,"S","56 pts",1,2,0,1
"U O Q S","OQSU",4,1,"O","54 pts",1,2,0,0
"N P L","LNP",3,3,"P","89 pts",1,2,0,0
"O M K","KMO",3,2,"M","82 pts",1,2,0,0
"F H N L J","FHJLN",5,4,"L","40 pts",1,2,0,0
"H J F","FHJ",3,2,"H","47 pts",1,2,0,1
"K G I M","GIKM",4,4,"M","46 pts",1,2,0,1
"P H J L N","HJLNP",5,1,"H","37 pts",1,2,0,0
"I E G","EGI",3,3,"I","20 pts",1,2,0,1
"O Q S U M W","MOQSUW",6,1,"M","28 pts",1,2,0,0
"I G M K O Q S","GIKMOQS",7,4,"M","75 pts",1,2,0,0
"E G I S K M O Q U","EGIKMOQSU",9,6,"O","88 pts",1,2,0,1
"I O M K Q","IKMOQ",5,4,"O","70 pts",1,2,0,0
"L H J","HJL",3,3,"L","59 pts",1,2,0,1
"O K M Q","KMOQ",4,2,"M","40 pts",1,2,0,1
"P J L N R T V","JLNPRTV",7,3,"N","56 pts",1,2,0,1
"G I K M Q S O","GIKMOQS",7,1,"G","83 pts",1,2,0,0
"O S U Q","OQSU",4,1,"O","76 pts",1,2,0,0
"E I K M O Q G","EGIKMOQ",7,7,"Q","35 pts",1,2,0,0
"F N J L H P","FHJLNP",6,6,"P","79 pts",1,2,0,1
"N J L P R","JLNPR",5,4,"P","30 pts",1,2,0,1
"D H J L N P R F T","DFHJLNPRT",9,6,"N","85 pts",1,2,0,0
"F H J L P R T N V","FHJLNPRTV",9,7,"R","81 pts",1,2,0,0
"W M O Q S U K","KMOQSUW",7,5,"S","23 pts",1,2,0,0
"P N T R","NPRT",4,2,"P","73 pts",1,2,0,1
"K E G I","EGIK",4,4,"K","79 pts",1,2,0,1
"G I Q M O K S","GIKMOQS",7,7,"S","21 pts",1,2,0,1
"O K M","KMO",3,1,"K","90 pts",1,2,0,0
"G I M O K","GIKMO",5,2,"I","85 pts",1,2,0,0
"D F H R L N P J","DFHJLNPR",8,3,"H","33 pts",1,2,0,0
"F H D","DFH",3,2,"F","45 pts",1,2,0,0
"D H J L N P R T F","DFHJLNPRT",9,1,"D","58 pts",1,2,0,1
"R N P","NPR",3,2,"P","72 pts",1,2,0,1
"I M O Q K","IKMOQ",5,1,"I","34 pts",1,2,0,1
"F H J R L N P T V","FHJLNPRTV",9,2,"H","12 pts",1,2,0,0
"M I K G O Q S U W","GIKMOQSUW",9,7,"S","18 pts",1,2,0,0
"J L N T R P V","JLNPRTV",7,2,"L","89 pts",1,2,0,0
"I E G K M O Q S U","EGIKMOQSU",9,5,"M","65 pts",1,2,0,0
"G I M O Q S U K","GIKMOQSU",8,8,"U","64 pts",1,2,0,1
"E M I K G O Q S","EGIKMOQS",8,7,"Q","44 pts",1,2,0,0
"I K S M O Q U","IKMOQSU",7,6,"S","81 pts",1,2,0,0
"E G I M O K Q S","EGIKMOQS",8,2,"G","23 pts",1,2,0,1
"J N P R L","JLNPR",5,5,"R","77 pts",1,2,0,1
"K M U Q S O W","KMOQSUW",7,6,"U","43 pts",1,2,0,0
"P H J L N F R","FHJLNPR",7,1,"F","17 pts",1,2,0,0
"L J H","HJL",3,2,"J","42 pts",1,2,0,0
"Q O M","MOQ",3,2,"O","33 pts",1,2,0,0
"D N F H J L P","DFHJLNP",7,2,"F","12 pts",1,2,0,1
"D H F J N L P","DFHJLNP",7,5,"L","46 pts",1,2,0,1
"M Q S U O","MOQSU",5,3,"Q","63 pts",1,2,0,1
"K O Q M","KMOQ",4,4,"Q","82 pts",1,2,0,1
"K G I M O","GIKMO",5,4,"M","28 pts",1,2,0,0
"J H N L","HJLN",4,3,"L","10 pts",1,2,0,0
"H R J L N P","HJLNPR",6,1,"H","55 pts",1,2,0,0
"D F H J L N R T P","DFHJLNPRT",9,1,"D","62 pts",1,2,0,0
"D F H J R L N P T","DFHJLNPRT",9,3,"H","34 pts",1,2,0,1
"K M S O Q","KMOQS",5,3,"O","53 pts",1,2,0,0
"N J L H P R","HJLNPR",6,1,"H","41 pts",1,2,0,1
"O Q M S","MOQS",4,2,"O","37 pts",1,2,0,1
"H J F L N","FHJLN",5,5,"N","44 pts",1,2,0,1
"O K M I Q S","IKMOQS",6,4,"O","33 pts",1,2,0,1
"T F H J L N P R V","FHJLNPRTV",9,6,"P","53 pts",1,2,0,0
"O K M I Q S U","IKMOQSU",7,1,"I","64 pts",1,2,0,0
"I S K M O Q","IKMOQS",6,1,"I","34 pts",1,2,0,1
"T N P R L","LNPRT",5,3,"P","84 pts",1,2,0,0
"G Q I K M O","GIKMOQ",6,5,"O","53 pts",1,2,0,0
"L H J N","HJLN",4,4,"N","26 pts",1,2,0,0
"G Q I K M O S U","GIKMOQSU",8,3,"K","48 pts",1,2,0,1
"G I O K M","GIKMO",5,2,"I","58 pts",1,2,0,1
"K M I","IKM",3,2,"K","77 pts",1,2,0,1
"S K M O Q I U W","IKMOQSUW",8,6,"S","60 pts",1,2,0,0
"G I K M E O","EGIKMO",6,3,"I","63 pts",1,2,0,0
