"list_og","list_sort","N","cor_pos","target_letter","rewMag","Ndist","editDistance","N_filler","effort_q"
"F H J L N P R T D","DFHJLNPRT",9,7,"P","84 pts",1,2,0,1
"F H L J N P T R","FHJLNPRT",8,6,"P","51 pts",1,2,0,1
"H F D J L N P R T","DFHJLNPRT",9,5,"L","44 pts",1,2,0,1
"L T P R N","LNPRT",5,3,"P","13 pts",1,2,0,1
"H L N P J R","HJLNPR",6,3,"L","76 pts",1,2,0,1
"N J L H","HJLN",4,2,"J","68 pts",1,2,0,0
"G I K U M O Q S","GIKMOQSU",8,2,"I","15 pts",1,2,0,0
"H P L N J R","HJLNPR",6,4,"N","21 pts",1,2,0,1
"S Q O U","OQSU",4,2,"Q","55 pts",1,2,0,0
"E G K M O Q I","EGIKMOQ",7,5,"M","10 pts",1,2,0,0
"M Q S O U","MOQSU",5,2,"O","81 pts",1,2,0,0
"K M S Q O U W","KMOQSUW",7,1,"K","15 pts",1,2,0,1
"M I K G","GIKM",4,1,"G","21 pts",1,2,0,1
"K M S O Q U W","KMOQSUW",7,7,"W","48 pts",1,2,0,1
"L N J","JLN",3,1,"J","87 pts",1,2,0,1
"E M G I K O","EGIKMO",6,6,"O","51 pts",1,2,0,0
"S Q O","OQS",3,2,"Q","78 pts",1,2,0,1
"M K O S Q","KMOQS",5,2,"M","69 pts",1,2,0,1
"H J L N P F R","FHJLNPR",7,4,"L","28 pts",1,2,0,1
"K G I","GIK",3,1,"G","54 pts",1,2,0,0
"O U Q S","OQSU",4,3,"S","15 pts",1,2,0,0
"T N P R","NPRT",4,1,"N","30 pts",1,2,0,0
"F J L H N P","FHJLNP",6,4,"L","18 pts",1,2,0,1
"F J H L N R P T V","FHJLNPRTV",9,2,"H","14 pts",1,2,0,0
"L P N T R V","LNPRTV",6,1,"L","79 pts",1,2,0,1
"K M I","IKM",3,3,"M","12 pts",1,2,0,0
"O I K M Q S U W","IKMOQSUW",8,4,"O","59 pts",1,2,0,0
"F N H J L P","FHJLNP",6,1,"F","46 pts",1,2,0,1
"I K M S Q O U","IKMOQSU",7,5,"Q","68 pts",1,2,0,1
"I K G M","GIKM",4,3,"K","13 pts",1,2,0,0
"G I K M O Q E S","EGIKMOQS",8,5,"M","41 pts",1,2,0,0
"O M K","KMO",3,2,"M","14 pts",1,2,0,0
"D J F H L N P R T","DFHJLNPRT",9,2,"F","69 pts",1,2,0,1
"H D F J","DFHJ",4,2,"F","10 pts",1,2,0,1
"D H F J L P N","DFHJLNP",7,3,"H","22 pts",1,2,0,1
"S M O Q U","MOQSU",5,3,"Q","29 pts",1,2,0,0
"E G I M K O S Q U","EGIKMOQSU",9,2,"G","18 pts",1,2,0,1
"H N L J","HJLN",4,1,"H","47 pts",1,2,0,1
"S O Q","OQS",3,3,"S","58 pts",1,2,0,1
"F L H J","FHJL",4,2,"H","51 pts",1,2,0,1
"K M O I Q","IKMOQ",5,1,"I","70 pts",1,2,0,0
"G I K M O E Q S","EGIKMOQS",8,8,"S","27 pts",1,2,0,1
"H J F","FHJ",3,3,"J","42 pts",1,2,0,1
"N H J L F P R","FHJLNPR",7,6,"P","21 pts",1,2,0,1
"F H J N L P R V T","FHJLNPRTV",9,4,"L","51 pts",1,2,0,1
"H L N J","HJLN",4,1,"H","62 pts",1,2,0,1
"D F J L H N P","DFHJLNP",7,3,"H","17 pts",1,2,0,1
"K G I M","GIKM",4,2,"I","56 pts",1,2,0,0
"D L F H J N P","DFHJLNP",7,7,"P","27 pts",1,2,0,1
"F H J L N V P R T","FHJLNPRTV",9,8,"T","85 pts",1,2,0,0
"L J H","HJL",3,1,"H","70 pts",1,2,0,1
"Q K M O I","IKMOQ",5,4,"O","46 pts",1,2,0,1
"I K M O U Q S","IKMOQSU",7,2,"K","56 pts",1,2,0,0
"H P J L N R","HJLNPR",6,4,"N","36 pts",1,2,0,1
"V J L N P R T","JLNPRTV",7,4,"P","82 pts",1,2,0,0
"G E I M K","EGIKM",5,2,"G","78 pts",1,2,0,0
"L F H J N P R T","FHJLNPRT",8,4,"L","85 pts",1,2,0,0
"F H J D","DFHJ",4,3,"H","17 pts",1,2,0,0
"L N P R J T V","JLNPRTV",7,3,"N","69 pts",1,2,0,0
"Q I K M O","IKMOQ",5,3,"M","49 pts",1,2,0,1
"I K S O Q M U W","IKMOQSUW",8,2,"K","14 pts",1,2,0,0
"R J L N P T V","JLNPRTV",7,4,"P","41 pts",1,2,0,0
"F J L N P R H T V","FHJLNPRTV",9,9,"V","77 pts",1,2,0,0
"E G S I K M O Q","EGIKMOQS",8,7,"Q","54 pts",1,2,0,0
"S O Q M U W","MOQSUW",6,6,"W","89 pts",1,2,0,0
"Q O M","MOQ",3,1,"M","51 pts",1,2,0,1
"O K M","KMO",3,3,"O","69 pts",1,2,0,1
"E G I K M S Q O U","EGIKMOQSU",9,8,"S","60 pts",1,2,0,1
"O E G I K M","EGIKMO",6,4,"K","57 pts",1,2,0,1
"E I K G M O","EGIKMO",6,1,"E","83 pts",1,2,0,0
"E I K G M O Q","EGIKMOQ",7,2,"G","31 pts",1,2,0,0
"N L J P","JLNP",4,3,"N","83 pts",1,2,0,1
"H D F J L N P","DFHJLNP",7,3,"H","54 pts",1,2,0,1
"K O M S Q U W","KMOQSUW",7,6,"U","88 pts",1,2,0,1
"K M O Q W U S","KMOQSUW",7,6,"U","87 pts",1,2,0,0
"K S O Q M U","KMOQSU",6,4,"Q","72 pts",1,2,0,1
"K M U Q S O","KMOQSU",6,3,"O","20 pts",1,2,0,0
"M O S Q W U","MOQSUW",6,4,"S","88 pts",1,2,0,0
"K G I M O","GIKMO",5,1,"G","30 pts",1,2,0,0
"F H J L N R T P V","FHJLNPRTV",9,1,"F","70 pts",1,2,0,1
"L R P N T","LNPRT",5,3,"P","19 pts",1,2,0,1
"I E G","EGI",3,3,"I","53 pts",1,2,0,0
"G K M O Q S U I W","GIKMOQSUW",9,7,"S","32 pts",1,2,0,0
"O Q M","MOQ",3,2,"O","19 pts",1,2,0,1
"I E G K M O Q S","EGIKMOQS",8,4,"K","37 pts",1,2,0,1
"E I G M K O Q S U","EGIKMOQSU",9,2,"G","21 pts",1,2,0,0
"P N L","LNP",3,2,"N","72 pts",1,2,0,1
"H D F","DFH",3,1,"D","23 pts",1,2,0,0
"H J R N P L T V","HJLNPRTV",8,3,"L","34 pts",1,2,0,1
"H J L F N","FHJLN",5,4,"L","17 pts",1,2,0,1
"L H J N P","HJLNP",5,3,"L","27 pts",1,2,0,1
"M O Q S K","KMOQS",5,4,"Q","53 pts",1,2,0,0
"I K M Q O U S W","IKMOQSUW",8,1,"I","78 pts",1,2,0,0
"G I K M O S U W Q","GIKMOQSUW",9,3,"K","66 pts",1,2,0,0
"H F D J L","DFHJL",5,4,"J","54 pts",1,2,0,1
"L N P R J","JLNPR",5,4,"P","43 pts",1,2,0,1
"H J L T P R N V","HJLNPRTV",8,8,"V","52 pts",1,2,0,0
"I K M G O","GIKMO",5,4,"M","79 pts",1,2,0,0
"H J N P L R T V","HJLNPRTV",8,7,"T","74 pts",1,2,0,1
"H R J L N P","HJLNPR",6,4,"N","53 pts",1,2,0,0
"I G K O M Q S U","GIKMOQSU",8,2,"I","30 pts",1,2,0,1
"I K M O Q W S U","IKMOQSUW",8,1,"I","29 pts",1,2,0,1
"U O Q S M","MOQSU",5,4,"S","41 pts",1,2,0,1
"M O K Q","KMOQ",4,1,"K","14 pts",1,2,0,1
"M I K","IKM",3,2,"K","90 pts",1,2,0,0
"D H J F","DFHJ",4,2,"F","11 pts",1,2,0,1
"G I K M E O","EGIKMO",6,2,"G","58 pts",1,2,0,1
"R P N","NPR",3,2,"P","39 pts",1,2,0,0
"F H J L N P R D","DFHJLNPR",8,6,"N","73 pts",1,2,0,0
"F J H N L","FHJLN",5,1,"F","89 pts",1,2,0,0
"P L N J","JLNP",4,3,"N","57 pts",1,2,0,0
"N P L","LNP",3,3,"P","17 pts",1,2,0,0
