"list_og","list_sort","N","cor_pos","target_letter","rewMag","Ndist","editDistance","N_filler","effort_q"
"F H J R N P L","FHJLNPR",7,2,"H","35 pts",1,2,0,1
"D H F J L P N R T","DFHJLNPRT",9,8,"R","35 pts",1,2,0,1
"M E G I K O Q S","EGIKMOQS",8,4,"K","82 pts",1,2,0,0
"F R J L N P H","FHJLNPR",7,6,"P","62 pts",1,2,0,1
"N L J P R T","JLNPRT",6,5,"R","63 pts",1,2,0,1
"E G I K M O U Q S","EGIKMOQSU",9,4,"K","36 pts",1,2,0,1
"I M K Q O","IKMOQ",5,2,"K","46 pts",1,2,0,1
"E K G I M O Q","EGIKMOQ",7,3,"I","71 pts",1,2,0,1
"H L N P R T V J","HJLNPRTV",8,4,"N","42 pts",1,2,0,1
"F L J H","FHJL",4,4,"L","27 pts",1,2,0,0
"K G I E","EGIK",4,2,"G","28 pts",1,2,0,0
"L N T P R V","LNPRTV",6,2,"N","34 pts",1,2,0,1
"L N R T P","LNPRT",5,3,"P","83 pts",1,2,0,1
"F H J D L","DFHJL",5,2,"F","62 pts",1,2,0,1
"J T L N P R V","JLNPRTV",7,2,"L","88 pts",1,2,0,1
"I K O M S Q","IKMOQS",6,3,"M","88 pts",1,2,0,0
"F H N J L P R T V","FHJLNPRTV",9,1,"F","66 pts",1,2,0,0
"E I G K M Q O","EGIKMOQ",7,7,"Q","52 pts",1,2,0,0
"Q S O","OQS",3,3,"S","36 pts",1,2,0,0
"K M O I Q","IKMOQ",5,2,"K","44 pts",1,2,0,1
"H N L J P R T","HJLNPRT",7,1,"H","48 pts",1,2,0,1
"M K Q O S","KMOQS",5,1,"K","76 pts",1,2,0,1
"D F H N J L","DFHJLN",6,4,"J","60 pts",1,2,0,1
"K I G M","GIKM",4,1,"G","16 pts",1,2,0,0
"I K G M O","GIKMO",5,2,"I","36 pts",1,2,0,1
"G M I K","GIKM",4,4,"M","24 pts",1,2,0,0
"D H J L F N P R T","DFHJLNPRT",9,9,"T","43 pts",1,2,0,0
"E G S I K M O Q U","EGIKMOQSU",9,9,"U","75 pts",1,2,0,1
"O K M","KMO",3,2,"M","15 pts",1,2,0,1
"M O K Q","KMOQ",4,3,"O","11 pts",1,2,0,1
"P J L N H R T V","HJLNPRTV",8,8,"V","10 pts",1,2,0,1
"I G K O M Q","GIKMOQ",6,3,"K","31 pts",1,2,0,1
"F H J N P R L","FHJLNPR",7,4,"L","16 pts",1,2,0,1
"D F H J P N L","DFHJLNP",7,5,"L","86 pts",1,2,0,0
"G E I M K O","EGIKMO",6,1,"E","59 pts",1,2,0,1
"F H J L N R T P","FHJLNPRT",8,7,"R","79 pts",1,2,0,0
"M I K","IKM",3,3,"M","39 pts",1,2,0,0
"G I K O Q M S U W","GIKMOQSUW",9,8,"U","32 pts",1,2,0,0
"I K M U O Q S W","IKMOQSUW",8,2,"K","29 pts",1,2,0,1
"U O Q S","OQSU",4,2,"Q","76 pts",1,2,0,1
"H J L P R N T","HJLNPRT",7,6,"R","14 pts",1,2,0,1
"H F J N L P R T V","FHJLNPRTV",9,7,"R","29 pts",1,2,0,0
"E G K M I O Q","EGIKMOQ",7,1,"E","80 pts",1,2,0,0
"P R N","NPR",3,2,"P","58 pts",1,2,0,0
"G K M O Q S I U","GIKMOQSU",8,3,"K","90 pts",1,2,0,0
"H L N P R T J V","HJLNPRTV",8,2,"J","52 pts",1,2,0,0
"P N L","LNP",3,3,"P","77 pts",1,2,0,1
"S M O Q K","KMOQS",5,2,"M","17 pts",1,2,0,0
"H J F","FHJ",3,2,"H","10 pts",1,2,0,0
"J D F H L","DFHJL",5,3,"H","58 pts",1,2,0,0
"H L N J P R","HJLNPR",6,1,"H","42 pts",1,2,0,1
"H L J P N","HJLNP",5,4,"N","29 pts",1,2,0,1
"M Q S O","MOQS",4,1,"M","32 pts",1,2,0,0
"M K I","IKM",3,3,"M","16 pts",1,2,0,1
"E K I G M O","EGIKMO",6,1,"E","64 pts",1,2,0,0
"H L J N R P T","HJLNPRT",7,2,"J","61 pts",1,2,0,1
"D F J L N P H R T","DFHJLNPRT",9,1,"D","33 pts",1,2,0,1
"J H F","FHJ",3,2,"H","23 pts",1,2,0,0
"N L J P R","JLNPR",5,1,"J","42 pts",1,2,0,1
"K M S Q O","KMOQS",5,4,"Q","53 pts",1,2,0,0
"E G I K O M Q U S","EGIKMOQSU",9,5,"M","24 pts",1,2,0,1
"M S O Q","MOQS",4,4,"S","20 pts",1,2,0,1
"F H J L P R T V N","FHJLNPRTV",9,7,"R","52 pts",1,2,0,1
"I K M O W Q S U","IKMOQSUW",8,2,"K","62 pts",1,2,0,1
"L R N P T","LNPRT",5,2,"N","81 pts",1,2,0,1
"G I E","EGI",3,2,"G","24 pts",1,2,0,1
"F N J L H","FHJLN",5,4,"L","41 pts",1,2,0,0
"G I M K O Q U S","GIKMOQSU",8,3,"K","72 pts",1,2,0,0
"F H V J L N P R T","FHJLNPRTV",9,6,"P","30 pts",1,2,0,1
"H J N P L R T","HJLNPRT",7,5,"P","74 pts",1,2,0,1
"D J F H","DFHJ",4,2,"F","47 pts",1,2,0,0
"L J P N","JLNP",4,4,"P","52 pts",1,2,0,0
"D F H P L N J R","DFHJLNPR",8,1,"D","54 pts",1,2,0,0
"I K Q O M S","IKMOQS",6,5,"Q","37 pts",1,2,0,0
"F J H N L P","FHJLNP",6,3,"J","52 pts",1,2,0,0
"G I M K O S Q U","GIKMOQSU",8,1,"G","13 pts",1,2,0,1
"G Q K M O I S","GIKMOQS",7,4,"M","63 pts",1,2,0,0
"N J L","JLN",3,2,"L","48 pts",1,2,0,1
"L H J","HJL",3,3,"L","13 pts",1,2,0,0
"H P J L N R T","HJLNPRT",7,4,"N","19 pts",1,2,0,0
"Q M O S","MOQS",4,1,"M","63 pts",1,2,0,0
"G I K O M Q U S W","GIKMOQSUW",9,6,"Q","20 pts",1,2,0,0
"E G Q I K M O S","EGIKMOQS",8,6,"O","65 pts",1,2,0,0
"D F L H J","DFHJL",5,2,"F","63 pts",1,2,0,1
"Q S O U","OQSU",4,1,"O","59 pts",1,2,0,1
"D F H L J N R P","DFHJLNPR",8,5,"L","78 pts",1,2,0,0
"D F H J T L N P R","DFHJLNPRT",9,3,"H","26 pts",1,2,0,1
"I E G","EGI",3,2,"G","81 pts",1,2,0,0
"Q K M O","KMOQ",4,1,"K","55 pts",1,2,0,1
"F H P J L N R T V","FHJLNPRTV",9,9,"V","11 pts",1,2,0,0
"L F H J N P","FHJLNP",6,5,"N","69 pts",1,2,0,0
"I M O Q S U K","IKMOQSU",7,7,"U","83 pts",1,2,0,1
"K M O Q I","IKMOQ",5,2,"K","55 pts",1,2,0,0
"G I K M O U S Q W","GIKMOQSUW",9,1,"G","69 pts",1,2,0,0
"F H J L T P R N V","FHJLNPRTV",9,4,"L","71 pts",1,2,0,1
"F H J L R P N T","FHJLNPRT",8,2,"H","67 pts",1,2,0,0
"G I M K Q O","GIKMOQ",6,6,"Q","43 pts",1,2,0,0
"H L J P N R","HJLNPR",6,6,"R","81 pts",1,2,0,0
"K M S O Q U","KMOQSU",6,3,"O","41 pts",1,2,0,0
"E G M I K O Q S","EGIKMOQS",8,8,"S","31 pts",1,2,0,1
"F J L N P H R T V","FHJLNPRTV",9,2,"H","80 pts",1,2,0,1
"O M Q U S","MOQSU",5,5,"U","86 pts",1,2,0,0
"G I K M O S Q W U","GIKMOQSUW",9,1,"G","25 pts",1,2,0,0
"Q O U S","OQSU",4,1,"O","33 pts",1,2,0,0
"J L N P H","HJLNP",5,2,"J","51 pts",1,2,0,0
"H F D","DFH",3,1,"D","14 pts",1,2,0,1
"O Q M","MOQ",3,3,"Q","88 pts",1,2,0,1
"N R T P","NPRT",4,3,"R","44 pts",1,2,0,1
"K E G I M","EGIKM",5,4,"K","12 pts",1,2,0,0
